,file,size,date,lr_lat,lr_lon,ur_lon,ll_lon,ul_lon,ul_lat,ll_lat,ur_lat
0,20181011a_jpgs/jpgs/S28471262.jpg,9742611,2018/10/11,30.2527419805475,-85.467744106838,-85.4584338156968,-85.4734568043784,-85.4679388107341,30.2651001852255,30.2579847571793,30.2571499865991
1,20181011a_jpgs/jpgs/P28468395.jpg,8464912,2018/10/11,30.171657898473,-85.6084438920243,-85.6170101408699,-85.6027500190126,-85.6082176119489,30.1590823614119,30.1664139406583,30.167297149523
2,20181011a_jpgs/jpgs/C28471951.jpg,17857011,2018/10/11,30.3871437160026,-85.5382658719745,-85.5378496631105,-85.5274520770887,-85.5268466257358,30.3807723140001,30.3884937488788,30.3809619364872
3,20181011a_jpgs/jpgs/C28464915.jpg,9582350,2018/10/11,30.0716090777734,-85.5671783428197,-85.5788888691404,-85.5775938467886,-85.5888053689765,30.064970460747,30.0584378656207,30.0783317958371
4,20181011a_jpgs/jpgs/C28464825.jpg,15262261,2018/10/11,30.0504575652797,-85.5064054051331,-85.519565667756,-85.512923174619,-85.525670619057,30.039582414676,30.0354506759567,30.0545932409164
5,20181011a_jpgs/jpgs/S28469586.jpg,6564250,2018/10/11,30.2454697677371,-85.6362836354436,-85.6311662619698,-85.644485452496,-85.6446182377494,30.2565871923488,30.2471681104944,30.2538720124899
6,20181011a_jpgs/jpgs/P28468305.jpg,8361735,2018/10/11,30.1516938623618,-85.5441265810978,-85.5479341802528,-85.5359369981859,-85.5349023123148,30.1415647765133,30.1506155531261,30.1434731214002
7,20181011a_jpgs/jpgs/P28467822.jpg,7063068,2018/10/11,30.1950005308398,-85.6980859984958,-85.693225636299,-85.7063342913379,-85.7064806825973,30.2060025652841,30.1966895405455,30.2032478628187
8,20181011a_jpgs/jpgs/P28470406.jpg,7975851,2018/10/11,30.2499677065828,-85.5527026164522,-85.5622230618416,-85.546076229035,-85.550915761352,30.2357535018971,30.2452800232586,30.2439276085619
9,20181011a_jpgs/jpgs/C28471420.jpg,17407249,2018/10/11,30.3214206245255,-85.5576819362319,-85.5655866826073,-85.5620102786788,-85.5690325852653,30.3152691825022,30.3128666989794,30.3240463160399
10,20181011a_jpgs/jpgs/P28468946.jpg,6724865,2018/10/11,30.1776726547077,-85.5513436873559,-85.5480472711038,-85.5596046430227,-85.5610901161992,30.1871625009949,30.178363994389,30.1860367635136
11,20181011a_jpgs/jpgs/P28471987.jpg,9081958,2018/10/11,30.3569630560203,-85.5403226895735,-85.531698129917,-85.5351452774167,-85.5217251208391,30.3591321011314,30.3631842829757,30.3475263822501
12,20181011a_jpgs/jpgs/P28467434.jpg,7208628,2018/10/11,30.1457771587398,-85.7155093823643,-85.7071813139016,-85.7224479616681,-85.7185969473572,30.1584874913133,30.1500100195858,30.1519603352011
13,20181011a_jpgs/jpgs/S28464939.jpg,6823989,2018/10/11,30.0774808329489,-85.5829658356385,-85.5689637291279,-85.5955179464355,-85.5898120579353,30.1005571479186,30.0842007356637,30.0892256018953
14,20181011a_jpgs/jpgs/C28464955.jpg,14271517,2018/10/11,30.086231354796,-85.5933244409609,-85.6053770317155,-85.603155597764,-85.614624769319,30.0788358706696,30.0726959047002,30.0925563342243
15,20181011a_jpgs/jpgs/C28464615.jpg,15071133,2018/10/11,30.0209057611315,-85.356366792544,-85.3623875289973,-85.3750615012638,-85.3799895835749,30.0258618399436,30.0157540964771,30.0339778970308
16,20181011a_jpgs/jpgs/S28468819.jpg,7859447,2018/10/11,30.2202061366663,-85.6528458032461,-85.6580868519916,-85.644661657327,-85.644604315915,30.2093028485265,30.2185267158219,30.2117255888647
17,20181011a_jpgs/jpgs/C28466788.jpg,12364821,2018/10/11,30.1415882972492,-85.6321766839927,-85.6387641118981,-85.6379862560091,-85.6447759382199,30.137708165215,30.1338153061255,30.1454286973992
18,20181011a_jpgs/jpgs/S28468910.jpg,9050874,2018/10/11,30.1864972456289,-85.5868435353531,-85.5957053383402,-85.5815057388448,-85.5874007151623,30.1740147820196,30.1810358767448,30.1825782496799
19,20181011a_jpgs/jpgs/C28464755.jpg,15572901,2018/10/11,30.0347774784753,-85.4603635361501,-85.4737897526494,-85.462771261002,-85.4766839265636,30.0206815134469,30.0188394992929,30.0364301886276
20,20181011a_jpgs/jpgs/P28460184.jpg,5587846,2018/10/11,30.3885173452602,-86.5996145255585,-86.5946032181074,-86.6145859825295,-86.6196472267474,30.4046273615933,30.3882733380568,30.405706559744
21,20181011a_jpgs/jpgs/P28469380.jpg,8158888,2018/10/11,30.1904881122449,-85.5043694954653,-85.5063493716575,-85.496152020726,-85.4933235089969,30.1819660739547,30.1906449592451,30.1820612524545
22,20181011a_jpgs/jpgs/P28468898.jpg,7254923,2018/10/11,30.1917067844341,-85.5829978754339,-85.573292989726,-85.5883792047666,-85.581935439765,30.2051900464072,30.1973430814853,30.1958065415696
23,20181011a_jpgs/jpgs/P28467846.jpg,7734675,2018/10/11,30.190618465406,-85.676655917007,-85.6694949360148,-85.685135108647,-85.6850121503052,30.2054500820392,30.1929912978481,30.2003616460237
24,20181011a_jpgs/jpgs/C28465541.jpg,15800403,2018/10/11,29.9450350786434,-85.4094392854383,-85.3983469407571,-85.3987482711683,-85.387580545472,29.9509164633992,29.9580690029098,29.9381523977465
25,20181011a_jpgs/jpgs/S28473543.jpg,5253957,2018/10/11,30.338667094638,-87.0369228748459,-87.0346070132892,-87.0513805697348,-87.0572068542041,30.3518270796377,30.3374042850486,30.3537194551723
26,20181011a_jpgs/jpgs/C28466542.jpg,18282178,2018/10/11,30.0660118866211,-85.4754903021132,-85.4807046877631,-85.4836628839395,-85.4887840187258,30.0653358115695,30.0600786757241,30.0713805217086
27,20181011a_jpgs/jpgs/P28466723.jpg,10344170,2018/10/11,30.1198283496997,-85.597327040667,-85.604665699299,-85.5890105763658,-85.5899494243952,30.1065175623164,30.1173033205935,30.1106998850492
28,20181011a_jpgs/jpgs/C28466668.jpg,9536456,2018/10/11,30.1261136750168,-85.5469104153836,-85.5555915457795,-85.549456572844,-85.5568665623302,30.1179569879508,30.1168520523906,30.1275429149719
29,20181011a_jpgs/jpgs/S28468964.jpg,7939312,2018/10/11,30.1707572474991,-85.5455475082401,-85.5487463336933,-85.5371261935413,-85.5349454678636,30.1614082053378,30.1705030822063,30.1615416287223
30,20181011a_jpgs/jpgs/S28470911.jpg,6458858,2018/10/11,30.3008310314736,-85.6216387462133,-85.6258604901762,-85.6135108364554,-85.6131467979956,30.2905347085056,30.2993626315477,30.2929699597203
31,20181011a_jpgs/jpgs/C28471564.jpg,18063744,2018/10/11,30.3464761385481,-85.6514098530742,-85.6559967399937,-85.6598719918158,-85.6644997211341,30.3466818152252,30.3410458639988,30.3518934302583
32,20181011a_jpgs/jpgs/C28466914.jpg,16036144,2018/10/11,30.1806638567139,-85.7172877640198,-85.7247628929356,-85.7209806277352,-85.7285835457682,30.1743954309432,30.1719693444308,30.1831325775445
33,20181011a_jpgs/jpgs/P28464920.jpg,7769088,2018/10/11,30.0675582037935,-85.589224010946,-85.6023107437629,-85.5770500038277,-85.582889747823,30.0458552119626,30.0607357268484,30.0567353159449
34,20181011a_jpgs/jpgs/S28468537.jpg,4450158,2018/10/11,30.2158397555926,-85.6948449956962,-85.689128674517,-85.7029821705987,-85.7024863357976,30.2273926992555,30.2179556445693,30.2240526535602
35,20181011a_jpgs/jpgs/P28469410.jpg,8999659,2018/10/11,30.1903954172721,-85.5289154290041,-85.5320688832749,-85.5207013956707,-85.5191765593466,30.1808912184528,30.1896967597507,30.1822226193549
36,20181011a_jpgs/jpgs/S28466935.jpg,5402866,2018/10/11,30.1838643117443,-85.7303774177121,-85.7225858360214,-85.7382562723866,-85.7360733343886,30.198006841947,30.1872075582605,30.191834204292
37,20181011a_jpgs/jpgs/P28470581.jpg,8769730,2018/10/11,30.2922840609198,-85.6704016034919,-85.6763260889697,-85.6623793493079,-85.663259778845,30.2800426424481,30.2898104627767,30.2843905219022
38,20181011a_jpgs/jpgs/S28474475.jpg,6309494,2018/10/11,30.2202705992463,-87.8548889645104,-87.8477303696875,-87.8693040886057,-87.8710417926295,30.2385413630891,30.2222922879105,30.2349772388055
39,20181011a_jpgs/jpgs/C28467359.jpg,14772518,2018/10/11,30.1702715400959,-85.7818861824237,-85.7744155710307,-85.7780254983366,-85.7705737500811,30.1763837279114,30.1788281481941,30.1676829389351
40,20181011a_jpgs/jpgs/S28464849.jpg,4235049,2018/10/11,30.0528887744754,-85.5228830680625,-85.5129212716392,-85.5369842649174,-85.5361992773046,30.0734409978852,30.056607973429,30.067198473655
41,20181011a_jpgs/jpgs/P28462851.jpg,5628271,2018/10/11,29.6529863060875,-84.8722497136506,-84.8793974458798,-84.884411846379,-84.8998594738297,29.6567592185936,29.6454434901301,29.6698017694929
42,20181011a_jpgs/jpgs/C28470841.jpg,18446120,2018/10/11,30.3125240325923,-85.6776594963285,-85.6696807111131,-85.6765484687143,-85.6687748257073,30.3209680429705,30.3217332939387,30.3119988685914
43,20181011a_jpgs/jpgs/C28471051.jpg,11731436,2018/10/11,30.2528286227291,-85.5204758850278,-85.5142282035066,-85.5133498657894,-85.5075795351872,30.2552889296495,30.259716489916,30.2482995334858
44,20181011a_jpgs/jpgs/P28459903.jpg,5091369,2018/10/11,30.3743336262037,-86.8541223298213,-86.8544752155355,-86.8684071526805,-86.8780608124425,30.3852530127879,30.3707702935266,30.3917366441241
45,20181011a_jpgs/jpgs/S28470455.jpg,8043186,2018/10/11,30.2706147593462,-85.5699180561364,-85.5609399953099,-85.5768262378574,-85.5726725037284,30.2844958324758,30.2749371783982,30.2770242605362
46,20181011a_jpgs/jpgs/C28468364.jpg,14923374,2018/10/11,30.1591431906059,-85.5831931644824,-85.5896056112877,-85.5873826100156,-85.5956963299953,30.1536318171247,30.1498920155111,30.1619733096887
47,20181011a_jpgs/jpgs/P28463032.jpg,5442078,2018/10/11,29.7205842456322,-84.7327928464476,-84.7431811799193,-84.7425641453871,-84.7589724654219,29.7186141072971,29.711084485621,29.7338473114986
48,20181011a_jpgs/jpgs/P28462370.jpg,5431662,2018/10/11,29.6771970768746,-85.2543503884783,-85.2453726666037,-85.2697310857094,-85.2735909405939,29.6968782250617,29.6780829704852,29.697170850447
49,20181011a_jpgs/jpgs/S28471955.jpg,9965885,2018/10/11,30.3862358808241,-85.5357524785277,-85.5428062322881,-85.5364771084848,-85.5438856707891,30.3790835829638,30.3795250179649,30.3877919040053
50,20181011a_jpgs/jpgs/S28473713.jpg,5158643,2018/10/11,30.3132431243194,-87.1895793229776,-87.1867612838754,-87.2041019944028,-87.2097230607617,30.3270503322773,30.3122589899279,30.3285276441985
51,20181011a_jpgs/jpgs/S28465832.jpg,8470221,2018/10/11,29.7806820215608,-85.2724109603756,-85.2897648109006,-85.2740471875696,-85.2924002342724,29.7659128565244,29.7680842883795,29.7863464832083
52,20181011a_jpgs/jpgs/C28464765.jpg,15293873,2018/10/11,30.035101674329,-85.4662161766993,-85.4792207709709,-85.4717564967688,-85.4850233686657,30.0235960877448,30.0197691104056,30.0386996912127
53,20181011a_jpgs/jpgs/S28469580.jpg,6917511,2018/10/11,30.2449733376791,-85.6313102921349,-85.6253762981905,-85.6396365946509,-85.6397180109073,30.2569704986599,30.2468007357949,30.2540367395936
54,20181011a_jpgs/jpgs/P28461286.jpg,5217265,2018/10/11,30.0925634064238,-85.692500360432,-85.6771572763954,-85.7043356802412,-85.6970093423302,30.1148162166834,30.1002636425559,30.1030393105438
